"Time of Day","Lap","LeadLap","Lap Tm","Speed","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
91 - Eduardo Barrichello - Stock Car PRO 2024
"15:47:14.554","8","8","1:28.059","156,781","0,0","32.763","0,0","37.209","0,0","18.087","244,9","0.441"
"15:48:42.787","9","9","1:28.233","156,472","0,0","32.574","0,0","37.215","0,0","18.444","252,3","0.428"
"15:50:11.115","10","10","1:28.328","156,304","0,0","33.093","0,0","37.188","0,0","18.047","244,3","0.442"
"15:51:39.030","11","11","1:27.915","157,038","0,0","32.674","0,0","37.199","0,0","18.042","250,6","0.431"
"15:53:42.632","12","12","2:03.602","111,697","0,0","32.896","0,0","37.413","","","248,8","0.434"
"15:55:18.152","13","13","1:35.520","144,535","","","0,0","37.226","0,0","17.995","189,8","0.569"
"15:56:46.594","14","14","1:28.442","156,102","0,0","32.786","0,0","37.231","0,0","18.425","250,0","0.432"
"15:58:15.190","15","15","1:28.596","155,831","0,0","32.956","0,0","37.187","0,0","18.453","245,5","0.440"
"15:59:43.705","16","16","1:28.515","155,974","0,0","32.909","0,0","37.166","0,0","18.440","245,5","0.440"
"16:01:11.846","17","17","1:28.141","156,635","0,0","32.988","0,0","37.102","0,0","18.051","244,9","0.441"
"16:02:40.535","18","18","1:28.689","155,668","0,0","32.873","0,0","37.390","0,0","18.426","250,6","0.431"
"16:04:09.395","19","19","1:28.860","155,368","0,0","33.088","0,0","37.313","0,0","18.459","246,0","0.439"
"16:05:38.308","20","20","1:28.913","155,275","0,0","33.131","0,0","37.569","0,0","18.213","245,5","0.440"
"16:07:08.014","21","21","1:29.706","153,903","0,0","33.524","0,0","37.691","0,0","18.491","251,7","0.429"
11 - Gaetano Di Mauro - Stock Car PRO 2024
"15:36:57.644","1","1","1:33.383","147,843","0,0","35.323","0,0","39.410","0,0","18.650","221,8","0.487"
"15:38:26.758","2","2","1:29.114","154,925","0,0","33.308","0,0","37.606","0,0","18.200","244,9","0.441"
"15:39:56.437","3","3","1:29.679","153,949","0,0","33.073","0,0","38.409","0,0","18.197","255,3","0.423"
"15:41:24.696","4","4","1:28.259","156,426","0,0","32.891","0,0","37.335","0,0","18.033","258,4","0.418"
"15:42:53.881","5","5","1:29.185","154,802","0,0","33.068","0,0","37.604","0,0","18.513","252,9","0.427"
"15:44:23.446","6","6","1:29.565","154,145","0,0","33.305","0,0","37.626","0,0","18.634","247,1","0.437"
"15:45:52.025","7","7","1:28.579","155,861","0,0","32.959","0,0","37.399","0,0","18.221","247,7","0.436"
"15:47:54.188","8","8","2:02.163","113,013","0,0","32.521","0,0","37.603","","","259,0","0.417"
"15:49:29.542","9","9","1:35.354","144,787","","","0,0","37.380","0,0","18.000","191,5","0.564"
"15:50:57.207","10","10","1:27.665","157,486","0,0","32.436","0,0","37.281","0,0","17.948","254,7","0.424"
"15:52:25.438","11","11","1:28.231","156,476","0,0","32.614","0,0","37.576","0,0","18.041","254,1","0.425"
"15:53:53.738","12","12","1:28.300","156,353","0,0","32.597","0,0","37.274","0,0","18.429","256,5","0.421"
"15:55:22.549","13","13","1:28.811","155,454","0,0","32.926","0,0","37.456","0,0","18.429","247,7","0.436"
"15:56:51.303","14","14","1:28.754","155,554","0,0","32.941","0,0","37.376","0,0","18.437","247,1","0.437"
"15:58:19.732","15","15","1:28.429","156,125","0,0","33.015","0,0","37.417","0,0","17.997","248,3","0.435"
"15:59:48.458","16","16","1:28.726","155,603","0,0","32.791","0,0","37.485","0,0","18.450","252,3","0.428"
"16:01:17.380","17","17","1:28.922","155,260","0,0","33.045","0,0","37.367","0,0","18.510","247,1","0.437"
"16:02:46.458","18","18","1:29.078","154,988","0,0","33.035","0,0","37.605","0,0","18.438","246,0","0.439"
"16:04:15.412","19","19","1:28.954","155,204","0,0","33.013","0,0","37.466","0,0","18.475","246,6","0.438"
"16:05:44.492","20","20","1:29.080","154,984","0,0","33.011","0,0","37.601","0,0","18.468","247,7","0.436"
"16:07:13.435","21","21","1:28.943","155,223","0,0","33.029","0,0","37.477","0,0","18.437","246,6","0.438"
101 - Gianluca Petecof - Stock Car PRO 2024
"15:36:59.754","1","1","1:34.622","145,907","0,0","35.396","0,0","40.272","0,0","18.954","220,0","0.491"
"15:38:28.979","2","2","1:29.225","154,732","0,0","33.321","0,0","37.601","0,0","18.303","243,2","0.444"
