"Time of Day","Lap","Lap Tm","Speed","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
29 - Daniel Serra - Stock Car PRO 2024
"15:07:15.818","4","1:35.787","144,132","0,0","35.369","0,0","41.263","0,0","19.155","242,2","0.446"
"15:08:45.313","5","1:29.495","154,266","0,0","33.183","0,0","37.777","0,0","18.535","242,2","0.446"
"15:12:53.451","6","4:08.138","55,638","0,0","34.666","0,0","38.987","","","204,5","0.528"
"15:14:41.082","7","1:47.631","128,272","","","0,0","40.973","0,0","19.906","177,0","0.610"
"15:16:13.291","8","1:32.209","149,725","0,0","35.841","0,0","37.926","0,0","18.442","194,2","0.556"
"15:17:40.917","9","1:27.626","157,556","0,0","32.622","0,0","36.859","0,0","18.145","243,8","0.443"
"15:19:08.385","10","1:27.468","157,841","0,0","32.417","0,0","36.842","0,0","18.209","246,0","0.439"
"15:20:35.756","11","1:27.371","158,016","0,0","32.417","0,0","36.771","0,0","18.183","246,6","0.438"
"15:23:56.625","12","3:20.869","68,731","0,0","33.437","0,0","37.587","","","236,3","0.457"
"15:25:44.460","13","1:47.835","128,029","","","0,0","41.799","0,0","19.911","174,2","0.620"
"15:31:50.976","14","6:06.516","37,668","0,0","36.463","0,0","51.526","","","224,5","0.481"
"15:33:31.193","15","1:40.217","137,761","","","0,0","38.792","0,0","19.646","188,5","0.573"
"15:34:58.504","16","1:27.311","158,124","0,0","32.596","0,0","36.562","0,0","18.153","246,0","0.439"
"15:36:25.635","17","1:27.131","158,451","0,0","32.480","0,0","36.494","0,0","18.157","246,6","0.438"
111 - Rubens Barrichello - Stock Car PRO 2024
"15:03:22.821","1","1:55.216","119,827","","","0,0","44.887","0,0","21.107","141,7","0.762"
"15:04:59.264","2","1:36.443","143,152","0,0","37.470","0,0","39.154","0,0","19.819","191,2","0.565"
"15:06:38.864","3","1:39.600","138,614","0,0","37.123","0,0","42.033","0,0","20.444","203,8","0.530"
"15:10:28.603","4","3:49.739","60,094","0,0","37.080","0,0","38.981","","","227,8","0.474"
"15:12:08.911","5","1:40.308","137,636","","","0,0","38.824","0,0","18.671","180,6","0.598"
"15:13:39.206","6","1:30.295","152,899","0,0","33.967","0,0","37.866","0,0","18.462","244,3","0.442"
"15:18:56.427","7","5:17.221","43,522","0,0","33.138","0,0","37.802","","","243,2","0.444"
"15:20:38.118","8","1:41.691","135,764","","","0,0","37.826","0,0","18.431","189,5","0.570"
"15:23:34.289","9","2:56.171","78,367","0,0","32.953","0,0","37.553","","","246,6","0.438"
"15:25:15.415","10","1:41.126","136,523","","","0,0","39.242","0,0","18.615","186,5","0.579"
"15:32:04.139","11","6:48.724","33,778","0,0","35.483","0,0","40.587","","","246,0","0.439"
"15:33:42.756","12","1:38.617","139,996","","","0,0","38.122","0,0","18.359","186,9","0.578"
"15:35:09.911","13","1:27.155","158,407","0,0","32.455","0,0","36.654","0,0","18.046","247,7","0.436"
51 - Atila Abreu - Stock Car PRO 2024
"15:03:01.638","1","1:46.978","129,055","","","0,0","40.181","0,0","19.641","165,1","0.654"
"15:04:34.564","2","1:32.926","148,570","0,0","35.164","0,0","38.890","0,0","18.872","222,2","0.486"
"15:06:03.303","3","1:28.739","155,580","0,0","33.041","0,0","37.272","0,0","18.426","243,8","0.443"
"15:07:31.694","4","1:28.391","156,192","0,0","32.847","0,0","37.161","0,0","18.383","244,9","0.441"
"15:12:35.428","5","5:03.734","45,454","0,0","32.921","0,0","37.133","","","245,5","0.440"
"15:14:14.404","6","1:38.976","139,488","","","0,0","38.508","0,0","18.535","189,8","0.569"
"15:15:42.910","7","1:28.506","155,989","0,0","32.883","0,0","37.199","0,0","18.424","245,5","0.440"
"15:23:11.284","8","7:28.374","30,791","0,0","32.898","0,0","38.270","","","246,6","0.438"
"15:24:54.018","9","1:42.734","134,386","","","0,0","39.553","0,0","19.047","155,2","0.696"
"15:26:26.939","10","1:32.921","148,578","0,0","35.494","0,0","38.940","0,0","18.487","210,5","0.513"
"15:32:01.116","11","5:34.177","41,313","0,0","33.685","0,0","47.601","","","243,8","0.443"
"15:33:44.659","12","1:43.543","133,336","","","0,0","38.764","0,0","19.042","182,4","0.592"
"15:35:11.837","13","1:27.178","158,366","0,0","32.432","0,0","36.657","0,0","18.089","246,0","0.439"
10 - Ricardo Zonta - Stock Car PRO 2024
"14:29:20.878","1","1:31.563","150,781","0,0","34.114","0,0","39.073","0,0","18.376","243,2","0.444"
"14:30:53.922","2","1:33.044","148,381","0,0","32.882","0,0","40.983","0,0","19.179","244,3","0.442"
"14:32:21.760","3","1:27.838","157,176","0,0","32.763","0,0","36.877","0,0","18.198","246,0","0.439"
"14:40:21.880","4","8:00.120","28,755","0,0","34.411","0,0","40.873","0,0","18.532","190,8","0.566"
"14:41:49.881","5","1:28.001","156,885","0,0","32.833","0,0","37.036","0,0","18.132","246,0","0.439"
"14:49:55.504","6","8:05.623","28,429","0,0","32.958","0,0","40.907","0,0","19.094","185,6","0.582"
"14:51:27.050","7","1:31.546","150,809","0,0","34.472","0,0","38.625","0,0","18.449","243,8","0.443"
"14:52:54.667","8","1:27.617","157,572","0,0","32.810","0,0","36.723","0,0","18.084","246,0","0.439"
"14:54:29.253","9","1:34.586","145,962","0,0","33.951","0,0","42.309","0,0","18.326","246,6","0.438"
"14:55:56.472","10","1:27.219","158,291","0,0","32.536","0,0","36.652","0,0","18.031","246,6","0.438"
18 - Allam Khodair - Stock Car PRO 2024
"14:28:28.360","1","1:41.030","136,652","","","0,0","38.520","0,0","18.769","185,2","0.583"
"14:30:03.314","2","1:34.954","145,397","0,0","33.995","0,0","42.012","0,0","18.947","241,6","0.447"
"14:31:31.678","3","1:28.364","156,240","0,0","32.975","0,0","37.017","0,0","18.372","244,9","0.441"
"14:32:59.996","4","1:28.318","156,321","0,0","32.927","0,0","37.118","0,0","18.273","244,9","0.441"
"14:34:28.101","5","1:28.105","156,699","0,0","32.645","0,0","37.171","0,0","18.289","245,5","0.440"
"14:38:54.254","6","4:26.153","51,872","0,0","32.839","0,0","37.359","","","244,3","0.442"
"14:40:36.526","7","1:42.272","134,993","","","0,0","38.110","0,0","18.421","141,0","0.766"
"14:42:05.137","8","1:28.611","155,805","0,0","33.073","0,0","37.253","0,0","18.285","245,5","0.440"
"14:43:33.535","9","1:28.398","156,180","0,0","32.908","0,0","37.135","0,0","18.355","245,5","0.440"
"14:47:52.415","10","4:18.880","53,330","0,0","35.019","0,0","37.455","","","245,5","0.440"
"14:49:30.716","11","1:38.301","140,446","","","0,0","37.785","0,0","18.727","189,1","0.571"
"14:50:59.503","12","1:28.787","155,496","0,0","33.527","0,0","37.042","0,0","18.218","236,3","0.457"
"14:52:26.764","13","1:27.261","158,215","0,0","32.421","0,0","36.749","0,0","18.091","246,0","0.439"
"14:53:54.057","14","1:27.293","158,157","0,0","32.643","0,0","36.542","0,0","18.108","245,5","0.440"
"14:55:21.396","15","1:27.339","158,074","0,0","32.410","0,0","36.753","0,0","18.176","245,5","0.440"
4 - Julio Campos - Stock Car PRO 2024
"14:28:43.161","1","1:46.279","129,903","","","0,0","39.948","0,0","21.073","180,6","0.598"
"14:30:17.897","2","1:34.736","145,731","0,0","36.801","0,0","39.011","0,0","18.924","199,3","0.542"
"14:31:46.487","3","1:28.590","155,842","0,0","32.945","0,0","37.298","0,0","18.347","244,9","0.441"
"14:33:14.867","4","1:28.380","156,212","0,0","32.862","0,0","37.215","0,0","18.303","245,5","0.440"
"14:34:43.023","5","1:28.156","156,609","0,0","32.809","0,0","37.036","0,0","18.311","245,5","0.440"
"14:40:25.287","6","5:42.264","40,337","0,0","33.808","0,0","40.400","","","245,5","0.440"
"14:42:10.450","7","1:45.163","131,282","","","0,0","43.300","0,0","19.287","179,7","0.601"
"14:43:47.583","8","1:37.133","142,135","0,0","36.047","0,0","42.118","0,0","18.968","246,0","0.439"
"14:48:25.275","9","4:37.692","49,717","0,0","33.090","0,0","37.401","","","246,0","0.439"
"14:50:10.471","10","1:45.196","131,241","","","0,0","40.294","0,0","19.173","182,4","0.592"
"14:51:45.496","11","1:35.025","145,288","0,0","36.609","0,0","39.709","0,0","18.707","177,9","0.607"
"14:53:12.988","12","1:27.492","157,797","0,0","32.595","0,0","36.722","0,0","18.175","246,0","0.439"
"14:54:40.287","13","1:27.299","158,146","0,0","32.460","0,0","36.678","0,0","18.161","246,6","0.438"
120 - Vitor Baptista - Stock Car PRO 2024
"15:03:37.677","1","1:57.896","117,103","","","0,0","41.164","0,0","20.814","106,4","1.015"
"15:05:12.622","2","1:34.945","145,411","0,0","38.053","0,0","38.419","0,0","18.473","168,5","0.641"
"15:06:41.177","3","1:28.555","155,903","0,0","32.976","0,0","37.201","0,0","18.378","245,5","0.440"
"15:08:09.355","4","1:28.178","156,570","0,0","32.822","0,0","37.021","0,0","18.335","246,0","0.439"
"15:13:57.312","5","5:47.957","39,677","0,0","32.686","0,0","42.281","","","245,5","0.440"
"15:15:35.027","6","1:37.715","141,288","","","0,0","37.697","0,0","18.563","187,8","0.575"
"15:17:04.045","7","1:29.018","155,092","0,0","32.997","0,0","37.647","0,0","18.374","246,0","0.439"
"15:18:32.837","8","1:28.792","155,487","0,0","32.909","0,0","37.527","0,0","18.356","244,9","0.441"
"15:22:32.505","9","3:59.668","57,605","0,0","32.871","0,0","37.277","","","246,0","0.439"
"15:24:16.784","10","1:44.279","132,395","","","0,0","38.476","0,0","19.019","180,0","0.600"
"15:25:46.691","11","1:29.907","153,559","0,0","33.780","0,0","37.806","0,0","18.321","245,5","0.440"
"15:31:46.866","12","6:00.175","38,331","0,0","32.567","0,0","40.952","","","246,6","0.438"
"15:33:22.462","13","1:35.596","144,420","","","0,0","36.865","0,0","18.229","190,1","0.568"
"15:34:49.768","14","1:27.306","158,133","0,0","32.551","0,0","36.643","0,0","18.112","246,6","0.438"
95 - Lucas Kohl - Stock Car PRO 2024
"15:02:38.951","1","1:43.721","133,107","","","0,0","39.044","0,0","20.536","186,9","0.578"
"15:04:14.408","2","1:35.457","144,631","0,0","37.106","0,0","39.521","0,0","18.830","166,2","0.650"
"15:05:54.741","3","1:40.333","137,602","0,0","33.313","0,0","48.393","0,0","18.627","244,3","0.442"
"15:07:28.943","4","1:34.202","146,557","0,0","33.806","0,0","41.748","0,0","18.648","244,3","0.442"
"15:08:57.687","5","1:28.744","155,571","0,0","33.099","0,0","37.157","0,0","18.488","244,9","0.441"
"15:15:08.024","6","6:10.337","37,280","0,0","33.074","0,0","37.269","","","244,9","0.441"
"15:16:45.643","7","1:37.619","141,427","","","0,0","38.020","0,0","18.528","191,2","0.565"
"15:18:14.982","8","1:29.339","154,535","0,0","33.002","0,0","37.874","0,0","18.463","246,0","0.439"
"15:19:43.949","9","1:28.967","155,181","0,0","33.124","0,0","37.413","0,0","18.430","246,0","0.439"
"15:23:50.207","10","4:06.258","56,063","0,0","33.444","0,0","37.526","","","246,0","0.439"
"15:25:35.670","11","1:45.463","130,908","","","0,0","40.633","0,0","20.475","171,7","0.629"
"15:31:54.794","12","6:19.124","36,416","0,0","36.635","0,0","39.111","","","192,9","0.560"
"15:33:36.649","13","1:41.855","135,546","","","0,0","41.842","0,0","19.003","189,5","0.570"
"15:35:04.435","14","1:27.786","157,269","0,0","32.653","0,0","36.797","0,0","18.336","246,6","0.438"
33 - Nelson Piquet Jr - Stock Car PRO 2024
"15:03:00.833","1","1:39.850","138,267","","","0,0","38.637","0,0","18.764","179,7","0.601"
"15:04:29.741","2","1:28.908","155,284","0,0","33.236","0,0","37.311","0,0","18.361","240,5","0.449"
"15:05:58.261","3","1:28.520","155,965","0,0","32.901","0,0","37.284","0,0","18.335","244,3","0.442"
"15:09:09.580","4","3:11.319","72,162","0,0","33.335","0,0","39.034","","","245,5","0.440"
"15:10:48.701","5","1:39.121","139,284","","","0,0","37.986","0,0","18.801","181,8","0.594"
"15:12:17.344","6","1:28.643","155,748","0,0","33.069","0,0","37.231","0,0","18.343","245,5","0.440"
"15:13:45.708","7","1:28.364","156,240","0,0","32.892","0,0","37.107","0,0","18.365","246,0","0.439"
"15:18:02.333","8","4:16.625","53,798","0,0","32.855","0,0","37.071","","","247,1","0.437"
"15:19:39.196","9","1:36.863","142,531","","","0,0","37.552","0,0","18.472","191,5","0.564"
"15:23:40.872","10","4:01.676","57,126","0,0","34.643","0,0","38.266","","","246,6","0.438"
37 - Raphael Teixeira - Stock Car PRO 2024
"14:27:29.464","1","1:43.798","133,008","","","0,0","39.699","0,0","19.154","180,3","0.599"
"14:29:00.526","2","1:31.062","151,611","0,0","33.922","0,0","38.239","0,0","18.901","237,9","0.454"
"14:30:31.012","3","1:30.486","152,576","0,0","33.650","0,0","38.170","0,0","18.666","240,5","0.449"
"14:32:01.523","4","1:30.511","152,534","0,0","33.536","0,0","38.163","0,0","18.812","242,2","0.446"
"14:33:31.673","5","1:30.150","153,145","0,0","33.346","0,0","38.022","0,0","18.782","241,6","0.447"
"14:35:02.143","6","1:30.470","152,603","0,0","33.597","0,0","38.205","0,0","18.668","242,2","0.446"
"14:43:42.792","7","8:40.649","26,517","0,0","35.555","0,0","40.431","","","194,2","0.556"
"14:45:21.415","8","1:38.623","139,988","","","0,0","38.464","0,0","18.732","186,9","0.578"
"14:46:51.623","9","1:30.208","153,046","0,0","33.550","0,0","38.021","0,0","18.637","241,1","0.448"
"14:53:05.048","10","6:13.425","36,971","0,0","33.572","0,0","39.951","","","241,6","0.447"
"14:54:45.296","11","1:40.248","137,718","","","0,0","38.258","0,0","18.738","163,1","0.662"
"14:56:15.545","12","1:30.249","152,977","0,0","33.842","0,0","37.782","0,0","18.625","241,1","0.448"
