"Time of Day","Lap","LeadLap","Lap Tm","Speed","Hits","Strength","Noise","S1","S1 Tm","S2","S2 Tm","S3","S3 Tm","SPT","SPT Tm"
91 - Eduardo Barrichello - Stock Car PRO 2024
"14:14:11.657","8","8","1:52.120","98,188","41","163","31","0,0","50.838","0,0","46.417","0,0","14.865","136,2","0.793"
"14:15:16.934","9","9","1:05.277","168,647","36","162","29","0,0","27.451","0,0","24.155","0,0","13.671","205,3","0.526"
"14:16:21.453","10","10","1:04.519","170,629","49","163","33","0,0","27.313","0,0","23.746","0,0","13.460","215,1","0.502"
"14:17:26.514","11","11","1:05.061","169,207","47","162","41","0,0","27.388","0,0","24.042","0,0","13.631","204,2","0.529"
"14:18:31.676","12","12","1:05.162","168,945","39","161","30","0,0","27.401","0,0","24.106","0,0","13.655","203,4","0.531"
"14:19:36.380","13","13","1:04.704","170,141","49","162","63","0,0","27.349","0,0","23.855","0,0","13.500","214,7","0.503"
"14:20:41.482","14","14","1:05.102","169,101","41","162","43","0,0","27.409","0,0","24.079","0,0","13.614","203,4","0.531"
"14:22:19.652","15","15","1:38.170","112,140","122","176","26","0,0","27.333","0,0","24.145","","","203,8","0.530"
"14:23:36.838","16","16","1:17.186","142,627","34","168","29","","","0,0","23.903","0,0","13.579","216,0","0.500"
"14:24:42.235","17","17","1:05.397","168,338","28","165","59","0,0","27.547","0,0","24.178","0,0","13.672","203,8","0.530"
"14:25:47.563","18","18","1:05.328","168,516","47","162","54","0,0","27.526","0,0","24.146","0,0","13.656","204,9","0.527"
"14:26:53.154","19","19","1:05.591","167,840","37","166","43","0,0","27.621","0,0","24.258","0,0","13.712","204,5","0.528"
"14:27:58.528","20","20","1:05.374","168,397","59","164","39","0,0","27.545","0,0","24.181","0,0","13.648","206,5","0.523"
"14:29:04.042","21","21","1:05.514","168,037","28","201","34","0,0","27.629","0,0","24.150","0,0","13.735","203,8","0.530"
"14:30:09.518","22","22","1:05.476","168,135","36","164","37","0,0","27.619","0,0","24.190","0,0","13.667","205,3","0.526"
"14:31:15.194","23","23","1:05.676","167,623","34","166","34","0,0","27.643","0,0","24.272","0,0","13.761","203,8","0.530"
"14:32:20.835","24","24","1:05.641","167,712","41","165","31","0,0","27.703","0,0","24.243","0,0","13.695","204,2","0.529"
"14:33:26.157","25","25","1:05.322","168,531","41","165","31","0,0","27.716","0,0","23.999","0,0","13.607","215,6","0.501"
"14:34:31.783","26","26","1:05.626","167,751","39","164","33","0,0","27.741","0,0","24.172","0,0","13.713","213,9","0.505"
"14:35:37.707","27","27","1:05.924","166,992","41","165","34","0,0","27.907","0,0","24.265","0,0","13.752","215,6","0.501"
11 - Gaetano Di Mauro - Stock Car PRO 2024
"14:04:25.855","1","1","1:09.197","159,094","43","158","29","0,0","30.067","0,0","25.087","0,0","14.043","205,7","0.525"
"14:05:31.453","2","2","1:05.598","167,822","40","158","24","0,0","28.013","0,0","23.990","0,0","13.595","217,7","0.496"
"14:06:36.850","3","3","1:05.397","168,338","27","157","33","0,0","27.668","0,0","24.074","0,0","13.655","206,5","0.523"
"14:07:41.956","4","4","1:05.106","169,090","35","156","41","0,0","27.533","0,0","24.019","0,0","13.554","206,9","0.522"
"14:09:00.879","5","5","1:18.923","139,488","50","157","51","0,0","27.499","0,0","30.623","0,0","20.801","106,3","1.016"
"14:10:39.720","6","6","1:38.841","111,379","65","155","34","0,0","34.326","0,0","41.018","0,0","23.497","98,6","1.095"
"14:12:24.389","7","7","1:44.669","105,177","48","154","31","0,0","46.139","0,0","40.932","0,0","17.598","148,8","0.726"
"14:14:14.394","8","8","1:50.005","100,075","26","157","31","0,0","50.582","0,0","45.059","0,0","14.364","158,8","0.680"
"14:15:19.214","9","9","1:04.820","169,836","34","156","29","0,0","27.337","0,0","23.917","0,0","13.566","207,3","0.521"
"14:16:58.464","10","10","1:39.250","110,920","47","164","20","0,0","27.395","0,0","23.808","","","205,3","0.526"
"14:18:15.130","11","11","1:16.666","143,594","29","155","30","","","0,0","23.626","0,0","13.389","216,4","0.499"
"14:19:19.750","12","12","1:04.620","170,362","33","157","63","0,0","27.360","0,0","23.806","0,0","13.454","206,5","0.523"
"14:20:24.356","13","13","1:04.606","170,399","21","155","43","0,0","27.294","0,0","23.764","0,0","13.548","206,9","0.522"
"14:21:28.799","14","14","1:04.443","170,830","29","157","33","0,0","27.416","0,0","23.656","0,0","13.371","216,4","0.499"
"14:22:33.845","15","15","1:05.046","169,246","40","158","36","0,0","27.407","0,0","23.957","0,0","13.682","205,3","0.526"
"14:23:38.768","16","16","1:04.923","169,567","37","156","29","0,0","27.457","0,0","23.966","0,0","13.500","206,5","0.523"
"14:24:43.809","17","17","1:05.041","169,259","30","157","59","0,0","27.509","0,0","23.949","0,0","13.583","206,9","0.522"
"14:25:48.976","18","18","1:05.167","168,932","30","159","47","0,0","27.568","0,0","24.029","0,0","13.570","207,3","0.521"
"14:26:54.410","19","19","1:05.434","168,243","35","157","43","0,0","27.617","0,0","24.094","0,0","13.723","207,3","0.521"
"14:27:59.886","20","20","1:05.476","168,135","35","157","39","0,0","27.739","0,0","24.156","0,0","13.581","207,7","0.520"
"14:29:04.820","21","21","1:04.934","169,538","37","158","34","0,0","27.703","0,0","23.800","0,0","13.431","216,9","0.498"
"14:30:10.188","22","22","1:05.368","168,413","25","157","37","0,0","27.680","0,0","24.126","0,0","13.562","206,5","0.523"
"14:31:15.644","23","23","1:05.456","168,186","31","157","34","0,0","27.659","0,0","24.175","0,0","13.622","206,1","0.524"
"14:32:21.176","24","24","1:05.532","167,991","30","157","31","0,0","27.713","0,0","24.178","0,0","13.641","207,7","0.520"
"14:33:26.752","25","25","1:05.576","167,878","30","158","31","0,0","27.730","0,0","24.214","0,0","13.632","206,5","0.523"
"14:34:32.371","26","26","1:05.619","167,768","25","157","33","0,0","27.707","0,0","24.228","0,0","13.684","206,1","0.524"
"14:35:38.154","27","27","1:05.783","167,350","29","162","34","0,0","27.850","0,0","24.147","0,0","13.786","211,8","0.510"
19 - Felipe Massa - Stock Car PRO 2024
"14:04:26.227","1","1","1:09.187","159,117","27","191","29","0,0","30.055","0,0","25.021","0,0","14.111","201,9","0.535"
"14:05:31.822","2","2","1:05.595","167,830","20","157","24","0,0","28.024","0,0","24.037","0,0","13.534","216,4","0.499"
"14:06:37.222","3","3","1:05.400","168,330","32","188","33","0,0","27.675","0,0","24.074","0,0","13.651","206,5","0.523"
"14:07:42.490","4","4","1:05.268","168,671","31","182","41","0,0","27.615","0,0","24.046","0,0","13.607","206,5","0.523"
"14:09:01.431","5","5","1:18.941","139,456","61","182","51","0,0","27.604","0,0","30.857","0,0","20.480","99,8","1.082"
"14:10:40.475","6","6","1:39.044","111,151","68","183","34","0,0","34.636","0,0","40.885","0,0","23.523","100,7","1.073"
"14:12:25.187","7","7","1:44.712","105,134","44","182","31","0,0","46.132","0,0","40.882","0,0","17.698","153,2","0.705"
"14:14:14.795","8","8","1:49.608","100,438","30","186","31","0,0","50.423","0,0","44.899","0,0","14.286","161,0","0.671"
"14:15:19.660","9","9","1:04.865","169,719","29","185","29","0,0","27.471","0,0","23.833","0,0","13.561","206,9","0.522"
"14:16:24.004","10","10","1:04.344","171,093","28","185","33","0,0","27.410","0,0","23.564","0,0","13.370","217,7","0.496"
"14:17:28.758","11","11","1:04.754","170,010","28","186","41","0,0","27.359","0,0","23.861","0,0","13.534","207,3","0.521"
"14:18:33.374","12","12","1:04.616","170,373","26","187","30","0,0","27.530","0,0","23.729","0,0","13.357","217,3","0.497"
"14:19:38.137","13","13","1:04.763","169,986","35","187","63","0,0","27.570","0,0","23.774","0,0","13.419","216,4","0.499"
"14:21:16.698","14","14","1:38.561","111,695","81","194","24","0,0","27.524","0,0","23.966","","","205,3","0.526"
"14:22:34.023","15","15","1:17.325","142,371","38","186","36","","","0,0","23.664","0,0","13.603","217,3","0.497"
"14:23:39.198","16","16","1:05.175","168,911","26","163","29","0,0","27.665","0,0","23.905","0,0","13.605","206,5","0.523"
"14:24:44.353","17","17","1:05.155","168,963","30","184","59","0,0","27.590","0,0","23.927","0,0","13.638","207,7","0.520"
"14:25:49.557","18","18","1:05.204","168,836","33","186","47","0,0","27.668","0,0","23.988","0,0","13.548","206,9","0.522"
"14:26:54.976","19","19","1:05.419","168,281","37","187","43","0,0","27.777","0,0","24.172","0,0","13.470","215,6","0.501"
"14:28:00.245","20","20","1:05.269","168,668","42","183","39","0,0","27.596","0,0","24.099","0,0","13.574","206,9","0.522"
"14:29:05.583","21","21","1:05.338","168,490","45","185","34","0,0","27.652","0,0","24.120","0,0","13.566","206,5","0.523"
"14:30:10.794","22","22","1:05.211","168,818","49","185","37","0,0","27.715","0,0","24.044","0,0","13.452","215,6","0.501"
"14:31:16.099","23","23","1:05.305","168,575","47","181","34","0,0","27.606","0,0","24.093","0,0","13.606","206,5","0.523"
"14:32:21.563","24","24","1:05.464","168,166","46","182","31","0,0","27.682","0,0","24.175","0,0","13.607","206,9","0.522"
"14:33:27.182","25","25","1:05.619","167,768","50","185","31","0,0","27.775","0,0","24.192","0,0","13.652","207,3","0.521"
"14:34:32.626","26","26","1:05.444","168,217","44","185","33","0,0","27.721","0,0","24.144","0,0","13.579","206,9","0.522"
"14:35:38.303","27","27","1:05.677","167,620","54","183","34","0,0","27.810","0,0","24.039","0,0","13.828","217,3","0.497"
44 - Bruno Baptista - Stock Car PRO 2024
"14:04:24.139","1","1","1:08.922","159,728","29","190","29","0,0","30.143","0,0","25.116","0,0","13.663","204,2","0.529"
"14:05:28.899","2","2","1:04.760","169,994","29","189","24","0,0","27.318","0,0","23.795","0,0","13.647","216,4","0.499"
"14:06:34.007","3","3","1:05.108","169,085","58","190","33","0,0","27.564","0,0","23.896","0,0","13.648","215,6","0.501"
"14:07:39.681","4","4","1:05.674","167,628","52","181","41","0,0","28.033","0,0","24.103","0,0","13.538","213,9","0.505"
"14:08:52.267","5","5","1:12.586","151,666","60","189","51","0,0","27.269","0,0","26.642","0,0","18.675","141,9","0.761"
"14:10:32.955","6","6","1:40.688","109,336","86","198","34","0,0","36.933","0,0","39.604","0,0","24.151","99,7","1.083"
"14:12:16.036","7","7","1:43.081","106,798","54","191","31","0,0","46.887","0,0","35.870","0,0","20.324","158,1","0.683"
"14:14:10.421","8","8","1:54.385","96,243","33","179","31","0,0","51.676","0,0","47.308","0,0","15.401","115,6","0.934"
"14:15:15.305","9","9","1:04.884","169,669","26","188","29","0,0","27.392","0,0","24.015","0,0","13.477","205,3","0.526"
"14:16:19.397","10","10","1:04.092","171,766","35","183","33","0,0","27.132","0,0","23.647","0,0","13.313","216,4","0.499"
"14:17:24.214","11","11","1:04.817","169,844","26","190","41","0,0","27.294","0,0","23.965","0,0","13.558","206,1","0.524"
"14:18:29.254","12","12","1:05.040","169,262","45","189","30","0,0","27.533","0,0","24.007","0,0","13.500","205,7","0.525"
"14:19:34.084","13","13","1:04.830","169,810","39","188","63","0,0","27.225","0,0","24.065","0,0","13.540","204,9","0.527"
"14:20:38.400","14","14","1:04.316","171,167","43","183","43","0,0","27.203","0,0","23.700","0,0","13.413","216,9","0.498"
"14:22:22.331","15","15","1:43.931","105,924","91","197","26","0,0","27.137","0,0","24.003","","","204,5","0.528"
"14:23:40.147","16","16","1:17.816","141,472","48","186","29","","","0,0","24.164","0,0","13.817","206,1","0.524"
"14:24:45.388","17","17","1:05.241","168,741","35","185","59","0,0","27.641","0,0","24.023","0,0","13.577","206,1","0.524"
"14:25:50.276","18","18","1:04.888","169,658","28","185","47","0,0","27.400","0,0","24.011","0,0","13.477","206,9","0.522"
"14:26:55.476","19","19","1:05.200","168,847","47","178","43","0,0","27.528","0,0","24.198","0,0","13.474","206,9","0.522"
"14:28:00.660","20","20","1:05.184","168,888","62","186","39","0,0","27.472","0,0","24.140","0,0","13.572","206,5","0.523"
"14:29:05.952","21","21","1:05.292","168,609","43","184","34","0,0","27.588","0,0","24.180","0,0","13.524","206,5","0.523"
"14:30:11.598","22","22","1:05.646","167,699","62","195","37","0,0","27.706","0,0","24.271","0,0","13.669","206,1","0.524"
"14:31:17.552","23","23","1:05.954","166,916","56","194","34","0,0","27.929","0,0","24.222","0,0","13.803","206,1","0.524"
"14:32:22.857","24","24","1:05.305","168,575","70","187","31","0,0","27.659","0,0","24.090","0,0","13.556","206,5","0.523"
"14:33:28.035","25","25","1:05.178","168,904","61","187","31","0,0","27.427","0,0","24.117","0,0","13.634","206,9","0.522"
"14:34:33.096","26","26","1:05.061","169,207","51","188","33","0,0","27.439","0,0","24.082","0,0","13.540","206,9","0.522"
"14:35:39.503","27","27","1:06.407","165,778","78","190","34","0,0","27.700","0,0","24.938","0,0","13.769","205,3","0.526"
101 - Gianluca Petecof - Stock Car PRO 2024
"14:04:26.433","1","1","1:09.431","158,557","15","165","29","0,0","30.323","0,0","25.002","0,0","14.106","203,0","0.532"
"14:05:32.528","2","2","1:06.095","166,560","14","164","24","0,0","28.238","0,0","24.268","0,0","13.589","214,3","0.504"
"14:06:37.914","3","3","1:05.386","168,366","21","165","33","0,0","27.713","0,0","23.932","0,0","13.741","214,7","0.503"
"14:07:43.634","4","4","1:05.720","167,511","25","164","41","0,0","28.001","0,0","24.022","0,0","13.697","203,4","0.531"
"14:09:02.096","5","5","1:18.462","140,307","42","162","51","0,0","27.480","0,0","30.926","0,0","20.056","93,8","1.151"
"14:10:41.034","6","6","1:38.938","111,270","55","159","34","0,0","34.723","0,0","41.268","0,0","22.947","106,2","1.017"
"14:12:25.782","7","7","1:44.748","105,098","63","160","31","0,0","46.161","0,0","41.012","0,0","17.575","154,9","0.697"
"14:14:15.015","8","8","1:49.233","100,783","18","164","31","0,0","50.864","0,0","44.052","0,0","14.317","161,4","0.669"
"14:15:20.227","9","9","1:05.212","168,816","26","160","29","0,0","27.644","0,0","24.002","0,0","13.566","204,2","0.529"
"14:16:25.251","10","10","1:05.024","169,304","24","163","33","0,0","27.440","0,0","24.048","0,0","13.536","204,2","0.529"
"14:17:29.811","11","11","1:04.560","170,520","24","162","41","0,0","27.348","0,0","23.719","0,0","13.493","214,7","0.503"
"14:18:34.425","12","12","1:04.614","170,378","32","160","30","0,0","27.392","0,0","23.858","0,0","13.364","214,3","0.504"
"14:19:39.041","13","13","1:04.616","170,373","14","162","63","0,0","27.344","0,0","23.816","0,0","13.456","214,7","0.503"
"14:20:44.186","14","14","1:05.145","168,989","34","162","43","0,0","27.714","0,0","23.925","0,0","13.506","214,7","0.503"
"14:21:49.582","15","15","1:05.396","168,341","26","163","36","0,0","27.467","0,0","24.232","0,0","13.697","202,6","0.533"
"14:22:54.455","16","16","1:04.873","169,698","28","164","29","0,0","27.409","0,0","23.965","0,0","13.499","213,9","0.505"
"14:23:59.885","17","17","1:05.430","168,253","24","157","59","0,0","27.499","0,0","24.151","0,0","13.780","202,6","0.533"
"14:25:37.175","18","18","1:37.290","113,154","60","168","19","0,0","27.508","0,0","23.935","","","215,1","0.502"
"14:26:56.029","19","19","1:18.854","139,610","21","160","43","","","0,0","25.157","0,0","13.585","214,7","0.503"
"14:28:01.171","20","20","1:05.142","168,997","26","160","39","0,0","27.727","0,0","23.933","0,0","13.482","214,7","0.503"
"14:29:06.734","21","21","1:05.563","167,912","19","162","34","0,0","27.732","0,0","24.185","0,0","13.646","204,5","0.528"
"14:30:12.354","22","22","1:05.620","167,766","18","165","37","0,0","27.697","0,0","24.260","0,0","13.663","204,5","0.528"
"14:31:18.054","23","23","1:05.700","167,562","30","164","34","0,0","27.761","0,0","24.245","0,0","13.694","204,9","0.527"
"14:32:23.946","24","24","1:05.892","167,073","29","166","31","0,0","27.924","0,0","24.095","0,0","13.873","214,3","0.504"
"14:33:29.982","25","25","1:06.036","166,709","33","163","31","0,0","27.946","0,0","24.384","0,0","13.706","203,4","0.531"
"14:34:35.729","26","26","1:05.747","167,442","11","161","33","0,0","27.741","0,0","24.330","0,0","13.676","203,8","0.530"
"14:35:41.643","27","27","1:05.914","167,018","27","159","34","0,0","27.890","0,0","24.281","0,0","13.743","203,8","0.530"
18 - Allam Khodair - Stock Car PRO 2024
"14:04:25.269","1","1","1:09.794","157,733","16","154","29","0,0","30.072","0,0","25.609","0,0","14.113","202,2","0.534"
"14:05:30.465","2","2","1:05.196","168,857","11","151","24","0,0","27.747","0,0","23.904","0,0","13.545","213,9","0.505"
"14:06:35.355","3","3","1:04.890","169,653","16","151","33","0,0","27.387","0,0","23.912","0,0","13.591","214,3","0.504"
"14:07:40.676","4","4","1:05.321","168,534","11","152","41","0,0","27.566","0,0","24.049","0,0","13.706","213,0","0.507"
"14:08:57.971","5","5","1:17.295","142,426","28","146","51","0,0","27.606","0,0","29.355","0,0","20.334","111,0","0.973"
"14:10:36.907","6","6","1:38.936","111,272","41","145","34","0,0","34.654","0,0","40.574","0,0","23.708","88,1","1.226"
"14:12:21.041","7","7","1:44.134","105,718","31","147","31","0,0","46.031","0,0","38.471","0,0","19.632","131,5","0.821"
"14:14:12.571","8","8","1:51.530","98,707","7","145","31","0,0","50.371","0,0","46.309","0,0","14.850","143,4","0.753"
"14:15:50.701","9","9","1:38.130","112,186","41","155","23","0,0","27.346","0,0","24.095","","","204,2","0.529"
"14:17:07.879","10","10","1:17.178","142,642","16","148","41","","","0,0","23.844","0,0","13.498","213,0","0.507"
"14:18:12.833","11","11","1:04.954","169,486","16","144","30","0,0","27.230","0,0","24.088","0,0","13.636","202,2","0.534"
"14:19:17.349","12","12","1:04.516","170,637","16","147","63","0,0","27.199","0,0","23.843","0,0","13.474","213,4","0.506"
"14:20:21.964","13","13","1:04.615","170,375","14","151","43","0,0","27.313","0,0","23.811","0,0","13.491","213,9","0.505"
"14:21:26.986","14","14","1:05.022","169,309","15","151","33","0,0","27.383","0,0","24.139","0,0","13.500","203,8","0.530"
"14:22:32.001","15","15","1:05.015","169,327","15","149","36","0,0","27.368","0,0","24.061","0,0","13.586","212,2","0.509"
"14:23:37.691","16","16","1:05.690","167,587","8","150","29","0,0","27.671","0,0","24.327","0,0","13.692","204,5","0.528"
"14:24:43.181","17","17","1:05.490","168,099","14","151","59","0,0","27.503","0,0","24.235","0,0","13.752","203,8","0.530"
"14:25:48.663","18","18","1:05.482","168,119","15","149","47","0,0","27.501","0,0","24.235","0,0","13.746","203,8","0.530"
"14:26:54.243","19","19","1:05.580","167,868","8","148","43","0,0","27.511","0,0","24.363","0,0","13.706","203,8","0.530"
"14:27:59.555","20","20","1:05.312","168,557","9","150","39","0,0","27.578","0,0","24.112","0,0","13.622","213,9","0.505"
"14:29:05.296","21","21","1:05.741","167,457","16","149","34","0,0","27.572","0,0","24.347","0,0","13.822","202,6","0.533"
"14:30:11.399","22","22","1:06.103","166,540","7","151","37","0,0","27.760","0,0","24.485","0,0","13.858","203,4","0.531"
"14:31:17.570","23","23","1:06.171","166,369","14","142","34","0,0","27.778","0,0","24.449","0,0","13.944","203,8","0.530"
"14:32:24.098","24","24","1:06.528","165,476","8","155","31","0,0","28.143","0,0","24.529","0,0","13.856","202,6","0.533"
"14:33:30.715","25","25","1:06.617","165,255","10","152","31","0,0","28.190","0,0","24.589","0,0","13.838","203,4","0.531"
"14:34:36.810","26","26","1:06.095","166,560","12","148","33","0,0","27.783","0,0","24.488","0,0","13.824","203,0","0.532"
"14:35:42.894","27","27","1:06.084","166,588","11","150","34","0,0","27.793","0,0","24.468","0,0","13.823","203,0","0.532"
33 - Nelson Piquet Jr - Stock Car PRO 2024
"14:04:25.377","1","1","1:09.250","158,972","10","169","29","0,0","30.079","0,0","25.133","0,0","14.038","204,2","0.529"
"14:05:30.763","2","2","1:05.386","168,366","16","163","24","0,0","27.984","0,0","23.887","0,0","13.515","215,1","0.502"
"14:06:36.175","3","3","1:05.412","168,299","11","167","33","0,0","27.559","0,0","24.094","0,0","13.759","204,2","0.529"
"14:07:41.056","4","4","1:04.881","169,677","16","165","41","0,0","27.404","0,0","23.861","0,0","13.616","216,0","0.500"
"14:08:58.571","5","5","1:17.515","142,022","51","164","51","0,0","27.682","0,0","29.509","0,0","20.324","105,2","1.027"
"14:10:37.827","6","6","1:39.256","110,913","22","162","34","0,0","35.321","0,0","40.012","0,0","23.923","89,1","1.212"
"14:12:21.670","7","7","1:43.843","106,014","54","163","31","0,0","45.816","0,0","39.018","0,0","19.009","138,8","0.778"
"14:14:13.181","8","8","1:51.511","98,724","17","156","31","0,0","50.655","0,0","46.287","0,0","14.569","153,8","0.702"
"14:15:51.960","9","9","1:38.779","111,449","59","172","23","0,0","27.372","0,0","23.889","","","205,7","0.525"
"14:17:09.228","10","10","1:17.268","142,476","9","165","41","","","0,0","23.762","0,0","13.520","214,7","0.503"
"14:18:13.917","11","11","1:04.689","170,180","20","149","30","0,0","27.535","0,0","23.729","0,0","13.425","214,3","0.504"
"14:19:18.864","12","12","1:04.947","169,504","14","168","63","0,0","27.395","0,0","23.968","0,0","13.584","204,5","0.528"
"14:20:23.863","13","13","1:04.999","169,369","10","168","43","0,0","27.456","0,0","24.012","0,0","13.531","204,5","0.528"
"14:21:29.563","14","14","1:05.700","167,562","12","162","33","0,0","27.576","0,0","24.037","0,0","14.087","204,2","0.529"
"14:22:35.081","15","15","1:05.518","168,027","15","164","36","0,0","27.744","0,0","24.099","0,0","13.675","204,9","0.527"
"14:23:40.541","16","16","1:05.460","168,176","11","162","29","0,0","27.701","0,0","24.109","0,0","13.650","206,1","0.524"
"14:24:46.119","17","17","1:05.578","167,873","20","162","59","0,0","27.747","0,0","24.167","0,0","13.664","205,7","0.525"
"14:25:51.575","18","18","1:05.456","168,186","11","161","47","0,0","27.722","0,0","24.149","0,0","13.585","204,9","0.527"
"14:26:57.072","19","19","1:05.497","168,081","12","167","43","0,0","27.659","0,0","24.162","0,0","13.676","205,7","0.525"
"14:28:02.669","20","20","1:05.597","167,825","11","161","39","0,0","27.721","0,0","24.239","0,0","13.637","204,9","0.527"
"14:29:08.252","21","21","1:05.583","167,861","21","166","34","0,0","27.713","0,0","24.221","0,0","13.649","204,5","0.528"
"14:30:14.018","22","22","1:05.766","167,393","21","166","37","0,0","27.805","0,0","24.317","0,0","13.644","204,5","0.528"
"14:31:19.920","23","23","1:05.902","167,048","19","166","34","0,0","27.951","0,0","24.244","0,0","13.707","204,9","0.527"
"14:32:25.759","24","24","1:05.839","167,208","20","162","31","0,0","27.765","0,0","24.347","0,0","13.727","204,2","0.529"
"14:33:31.694","25","25","1:05.935","166,964","11","164","31","0,0","27.883","0,0","24.344","0,0","13.708","204,9","0.527"
"14:34:37.636","26","26","1:05.942","166,947","25","164","33","0,0","27.823","0,0","24.368","0,0","13.751","204,9","0.527"
"14:35:43.704","27","27","1:06.068","166,628","13","163","34","0,0","27.954","0,0","24.357","0,0","13.757","205,3","0.526"
51 - Atila Abreu - Stock Car PRO 2024
"14:04:26.961","1","1","1:09.469","158,471","13","165","29","0,0","30.086","0,0","25.303","0,0","14.080","202,6","0.533"
"14:05:33.672","2","2","1:06.711","165,022","17","169","24","0,0","28.254","0,0","24.494","0,0","13.963","203,4","0.531"
"14:06:39.245","3","3","1:05.573","167,886","13","169","33","0,0","27.658","0,0","24.117","0,0","13.798","204,9","0.527"
"14:07:45.404","4","4","1:06.159","166,399","11","168","41","0,0","27.600","0,0","24.496","0,0","14.063","203,8","0.530"
"14:09:05.544","5","5","1:20.140","137,370","18","163","51","0,0","27.827","0,0","32.121","0,0","20.192","103,5","1.043"
"14:10:44.318","6","6","1:38.774","111,454","35","161","34","0,0","35.117","0,0","41.602","0,0","22.055","90,1","1.199"
"14:12:29.975","7","7","1:45.657","104,194","30","165","31","0,0","47.145","0,0","41.431","0,0","17.081","147,3","0.733"
"14:14:17.769","8","8","1:47.794","102,128","13","164","31","0,0","50.540","0,0","42.913","0,0","14.341","168,0","0.643"
"14:15:22.843","9","9","1:05.074","169,174","17","162","29","0,0","27.433","0,0","24.010","0,0","13.631","203,4","0.531"
"14:16:27.748","10","10","1:04.905","169,614","10","166","33","0,0","27.270","0,0","24.050","0,0","13.585","204,2","0.529"
"14:17:32.510","11","11","1:04.762","169,989","12","165","41","0,0","27.206","0,0","24.023","0,0","13.533","204,2","0.529"
"14:18:37.548","12","12","1:05.038","169,267","11","162","30","0,0","27.343","0,0","24.067","0,0","13.628","203,8","0.530"
"14:19:42.654","13","13","1:05.106","169,090","17","163","63","0,0","27.333","0,0","24.133","0,0","13.640","203,8","0.530"
"14:20:47.800","14","14","1:05.146","168,987","13","164","43","0,0","27.374","0,0","24.141","0,0","13.631","203,8","0.530"
"14:21:52.863","15","15","1:05.063","169,202","10","165","36","0,0","27.278","0,0","24.106","0,0","13.679","203,4","0.531"
"14:22:58.076","16","16","1:05.213","168,813","13","166","29","0,0","27.324","0,0","24.198","0,0","13.691","204,2","0.529"
"14:24:03.545","17","17","1:05.469","168,153","9","157","59","0,0","27.543","0,0","24.271","0,0","13.655","202,2","0.534"
"14:25:08.846","18","18","1:05.301","168,585","9","165","54","0,0","27.436","0,0","24.232","0,0","13.633","203,0","0.532"
"14:26:14.235","19","19","1:05.389","168,359","9","161","47","0,0","27.472","0,0","24.234","0,0","13.683","202,6","0.533"
"14:27:19.512","20","20","1:05.277","168,647","14","164","43","0,0","27.428","0,0","24.231","0,0","13.618","203,0","0.532"
"14:28:24.976","21","21","1:05.464","168,166","10","161","39","0,0","27.519","0,0","24.297","0,0","13.648","203,0","0.532"
"14:30:04.218","22","22","1:39.242","110,929","50","173","17","0,0","27.509","0,0","24.350","","","201,5","0.536"
"14:31:22.079","23","23","1:17.861","141,390","9","165","34","","","0,0","24.295","0,0","13.735","203,0","0.532"
"14:32:27.825","24","24","1:05.746","167,444","11","168","31","0,0","27.705","0,0","24.327","0,0","13.714","201,9","0.535"
"14:33:33.558","25","25","1:05.733","167,478","9","165","31","0,0","27.698","0,0","24.282","0,0","13.753","204,2","0.529"
"14:34:39.312","26","26","1:05.754","167,424","17","162","33","0,0","27.755","0,0","24.300","0,0","13.699","203,4","0.531"
"14:35:45.192","27","27","1:05.880","167,104","15","162","34","0,0","27.740","0,0","24.371","0,0","13.769","203,8","0.530"
95 - Lucas Kohl - Stock Car PRO 2024
"14:04:27.733","1","1","1:09.653","158,052","25","180","29","0,0","30.098","0,0","25.352","0,0","14.203","203,4","0.531"
"14:05:34.081","2","2","1:06.348","165,925","20","182","24","0,0","28.265","0,0","24.234","0,0","13.849","215,6","0.501"
"14:06:39.672","3","3","1:05.591","167,840","31","175","33","0,0","27.798","0,0","24.014","0,0","13.779","204,5","0.528"
"14:07:45.196","4","4","1:05.524","168,012","32","176","41","0,0","27.619","0,0","24.017","0,0","13.888","213,9","0.505"
"14:09:04.280","5","5","1:19.084","139,204","60","177","51","0,0","27.566","0,0","31.515","0,0","20.003","98,5","1.097"
"14:10:43.240","6","6","1:38.960","111,245","61","174","34","0,0","35.165","0,0","41.572","0,0","22.223","104,8","1.031"
"14:12:28.406","7","7","1:45.166","104,680","91","178","31","0,0","46.445","0,0","41.452","0,0","17.269","150,6","0.717"
"14:14:17.158","8","8","1:48.752","101,228","44","178","31","0,0","50.656","0,0","43.766","0,0","14.330","164,1","0.658"
"14:15:22.068","9","9","1:04.910","169,601","33","179","29","0,0","27.279","0,0","24.035","0,0","13.596","203,0","0.532"
"14:16:26.697","10","10","1:04.629","170,338","35","177","33","0,0","27.360","0,0","23.793","0,0","13.476","214,7","0.503"
"14:17:31.403","11","11","1:04.706","170,136","30","174","41","0,0","27.370","0,0","23.836","0,0","13.500","214,7","0.503"
"14:18:36.593","12","12","1:05.190","168,873","25","173","30","0,0","27.361","0,0","24.192","0,0","13.637","203,0","0.532"
"14:19:41.546","13","13","1:04.953","169,489","46","175","63","0,0","27.391","0,0","24.010","0,0","13.552","213,9","0.505"
